date_n,Mkt_RF,SMB,HML,RF,date,year,month,yyyymm
19260701,2.96,-2.3,-2.87,0.22,01JUL1926,1926,7,192607
19260801,2.64,-1.4,4.19,0.25,01AUG1926,1926,8,192608
19260901,0.36,-1.32,0.01,0.23,01SEP1926,1926,9,192609
19261001,-3.24,0.04,0.51,0.32,01OCT1926,1926,10,192610
19261101,2.53,-0.2,-0.35,0.31,01NOV1926,1926,11,192611
19261201,2.62,-0.04,-0.02,0.28,01DEC1926,1926,12,192612
19270101,-0.06,-0.56,4.83,0.25,01JAN1927,1927,1,192701
19270201,4.18,-0.1,3.17,0.26,01FEB1927,1927,2,192702
19270301,0.13,-1.6,-2.67,0.3,01MAR1927,1927,3,192703
19270401,0.46,0.43,0.6,0.25,01APR1927,1927,4,192704
19270501,5.44,1.41,4.93,0.3,01MAY1927,1927,5,192705
19270601,-2.34,0.47,-1.53,0.26,01JUN1927,1927,6,192706
19270701,7.26,-3.23,-1.16,0.3,01JUL1927,1927,7,192707
19270801,1.97,-0.72,-3.69,0.28,01AUG1927,1927,8,192708
19270901,4.76,-3.57,-0.71,0.21,01SEP1927,1927,9,192709
19271001,-4.31,2.13,-4.33,0.25,01OCT1927,1927,10,192710
19271101,6.58,2.76,-0.31,0.21,01NOV1927,1927,11,192711
19271201,2.09,0.93,-1.06,0.22,01DEC1927,1927,12,192712
19280101,-0.68,4.25,-0.72,0.25,01JAN1928,1928,1,192801
19280201,-1.7,-2.03,-0.69,0.33,01FEB1928,1928,2,192802
19280301,8.81,-0.26,-1.2,0.29,01MAR1928,1928,3,192803
19280401,4.23,3.82,3.67,0.22,01APR1928,1928,4,192804
19280501,1.52,2.98,-3.46,0.32,01MAY1928,1928,5,192805
19280601,-4.85,-3.5,-0.06,0.31,01JUN1928,1928,6,192806
19280701,0.62,-1.35,-0.47,0.32,01JUL1928,1928,7,192807
19280801,6.68,-2.07,-2.11,0.32,01AUG1928,1928,8,192808
19280901,2.88,2.18,0.76,0.27,01SEP1928,1928,9,192809
19281001,1.33,2.27,-2.26,0.41,01OCT1928,1928,10,192810
19281101,11.81,-1.81,2.8,0.38,01NOV1928,1928,11,192811
19281201,0.36,-0.85,-0.6,0.06,01DEC1928,1928,12,192812
19290101,4.66,-3.55,-1.21,0.34,01JAN1929,1929,1,192901
19290201,-0.34,-0.39,1.68,0.36,01FEB1929,1929,2,192902
19290301,-0.89,-4.78,1.56,0.34,01MAR1929,1929,3,192903
19290401,1.43,-0.99,0.61,0.36,01APR1929,1929,4,192904
19290501,-6.39,-5.46,-1.57,0.44,01MAY1929,1929,5,192905
19290601,9.7,-2.17,-2.76,0.52,01JUN1929,1929,6,192906
19290701,4.46,-3.87,2.67,0.33,01JUL1929,1929,7,192907
19290801,8.18,-9.51,0.07,0.4,01AUG1929,1929,8,192908
19290901,-5.47,1.17,-0.63,0.35,01SEP1929,1929,9,192909
19291001,-20.12,-4.08,7.85,0.46,01OCT1929,1929,10,192910
19291101,-12.74,-1.91,5.33,0.37,01NOV1929,1929,11,192911
19291201,1.33,-4.2,-0.59,0.37,01DEC1929,1929,12,192912
19300101,5.61,3.58,-1.01,0.14,01JAN1930,1930,1,193001
19300201,2.5,0.12,0.39,0.3,01FEB1930,1930,2,193002
19300301,7.1,3.44,0.15,0.35,01MAR1930,1930,3,193003
19300401,-2.06,-0.17,-0.84,0.21,01APR1930,1930,4,193004
19300501,-1.66,-2.04,-0.63,0.26,01MAY1930,1930,5,193005
19300601,-16.27,-3.22,2,0.27,01JUN1930,1930,6,193006
19300701,4.12,-0.37,-1.56,0.2,01JUL1930,1930,7,193007
19300801,0.3,-2.22,-0.78,0.09,01AUG1930,1930,8,193008
19300901,-12.75,-2.22,-5.27,0.22,01SEP1930,1930,9,193009
19301001,-8.78,-0.1,-1.35,0.09,01OCT1930,1930,10,193010
19301101,-3.04,2.21,-3.53,0.13,01NOV1930,1930,11,193011
19301201,-7.83,-4.68,-5.39,0.14,01DEC1930,1930,12,193012
19310101,6.24,3.81,7.21,0.15,01JAN1931,1931,1,193101
19310201,10.88,3.39,1.6,0.04,01FEB1931,1931,2,193102
19310301,-6.43,3.07,-3.65,0.13,01MAR1931,1931,3,193103
19310401,-9.98,-4.61,-3.92,0.08,01APR1931,1931,4,193104
19310501,-13.24,5.16,-6.57,0.09,01MAY1931,1931,5,193105
19310601,13.9,-5.38,11.3,0.08,01JUN1931,1931,6,193106
19310701,-6.62,1.43,-2.1,0.06,01JUL1931,1931,7,193107
19310801,0.41,-1.97,-1.49,0.03,01AUG1931,1931,8,193108
19310901,-29.13,0.56,-6.75,0.03,01SEP1931,1931,9,193109
19311001,8.04,-1.87,1.7,0.1,01OCT1931,1931,10,193110
19311101,-9.08,4.3,-5.05,0.17,01NOV1931,1931,11,193111
19311201,-13.53,-0.56,-8.86,0.12,01DEC1931,1931,12,193112
19320101,-1.58,3.94,9.04,0.23,01JAN1932,1932,1,193201
19320201,5.46,-2.77,-1.45,0.23,01FEB1932,1932,2,193202
19320301,-11.21,2.27,-2.32,0.16,01MAR1932,1932,3,193203
19320401,-17.96,1.44,1.42,0.11,01APR1932,1932,4,193204
19320501,-20.51,3.72,-3.28,0.06,01MAY1932,1932,5,193205
19320601,-0.7,0.35,5.32,0.02,01JUN1932,1932,6,193206
19320701,33.84,-4.44,35.46,0.03,01JUL1932,1932,7,193207
19320801,37.06,14.29,33.03,0.03,01AUG1932,1932,8,193208
19320901,-2.94,-2.43,-6.82,0.03,01SEP1932,1932,9,193209
19321001,-13.17,-2.76,-10.04,0.02,01OCT1932,1932,10,193210
19321101,-5.88,2.08,-13.28,0.02,01NOV1932,1932,11,193211
19321201,4.4,-8.27,-8.16,0.01,01DEC1932,1932,12,193212
19330101,1.25,0.63,6.14,0.01,01JAN1933,1933,1,193301
19330201,-15.24,-2.75,-2.73,-0.03,01FEB1933,1933,2,193302
19330301,3.29,3.9,7.38,0.04,01MAR1933,1933,3,193303
19330401,38.85,4.56,17.43,0.1,01APR1933,1933,4,193304
19330501,21.43,36.7,19.03,0.04,01MAY1933,1933,5,193305
19330601,13.11,8.67,-1.88,0.02,01JUN1933,1933,6,193306
19330701,-9.63,-1.01,3.27,0.02,01JUL1933,1933,7,193307
19330801,12.05,-5.45,2.96,0.03,01AUG1933,1933,8,193308
19330901,-10.65,-0.32,-11.77,0.02,01SEP1933,1933,9,193309
19331001,-8.36,-0.08,-8.46,0.01,01OCT1933,1933,10,193310
19331101,9.97,-6.48,2.33,0.02,01NOV1933,1933,11,193311
19331201,1.83,0.66,-1.53,0.02,01DEC1933,1933,12,193312
19340101,12.6,12.53,15.54,0.05,01JAN1934,1934,1,193401
19340201,-2.5,5.19,2.12,0.02,01FEB1934,1934,2,193402
19340301,0.09,2.51,-2.73,0.02,01MAR1934,1934,3,193403
19340401,-1.79,2.8,-3.75,0.01,01APR1934,1934,4,193404
19340501,-7.25,-0.26,-5.91,0.01,01MAY1934,1934,5,193405
19340601,2.64,-2.14,-2.92,0.01,01JUN1934,1934,6,193406
19340701,-10.96,-6.94,-10.66,0.01,01JUL1934,1934,7,193407
19340801,5.58,5.42,0.5,0.01,01AUG1934,1934,8,193408
19340901,-0.23,-1.52,-1.24,0.01,01SEP1934,1934,9,193409
19341001,-1.66,1.24,-5.11,0.01,01OCT1934,1934,10,193410
19341101,8.33,6.49,-2.24,0.01,01NOV1934,1934,11,193411
19341201,0.36,3.08,-3.17,0.01,01DEC1934,1934,12,193412
19350101,-3.45,1.07,-1.89,0.01,01JAN1935,1935,1,193501
19350201,-1.94,0.42,-7.24,0.02,01FEB1935,1935,2,193502
19350301,-3.68,-3.54,-5.06,0.01,01MAR1935,1935,3,193503
19350401,9.06,-1.56,4.27,0.01,01APR1935,1935,4,193504
19350501,3.47,-3.28,2.52,0.01,01MAY1935,1935,5,193505
19350601,5.93,-5.03,2.13,0.01,01JUN1935,1935,6,193506
19350701,7.51,1.47,6.86,0.01,01JUL1935,1935,7,193507
19350801,2.65,6.28,5.7,0.01,01AUG1935,1935,8,193508
19350901,2.63,1.57,-4.05,0.01,01SEP1935,1935,9,193509
19351001,7.03,2.65,-2.33,0.01,01OCT1935,1935,10,193510
19351101,4.88,4.3,11.91,0.02,01NOV1935,1935,11,193511
19351201,4.56,0.22,1.07,0.01,01DEC1935,1935,12,193512
19360101,6.89,5.1,10.51,0.01,01JAN1936,1936,1,193601
19360201,2.49,1.14,5.04,0.01,01FEB1936,1936,2,193602
19360301,0.99,0.66,-1.66,0.02,01MAR1936,1936,3,193603
19360401,-8.14,-6.03,-2.08,0.02,01APR1936,1936,4,193604
19360501,5.19,0.81,2.63,0.02,01MAY1936,1936,5,193605
19360601,2.4,-3.25,-1.2,0.03,01JUN1936,1936,6,193606
19360701,6.67,1.14,2.56,0.01,01JUL1936,1936,7,193607
19360801,0.99,0.72,3.99,0.02,01AUG1936,1936,8,193608
19360901,0.98,3.07,0.88,0.01,01SEP1936,1936,9,193609
19361001,7.12,-2.39,2.52,0.02,01OCT1936,1936,10,193610
19361101,3.27,9.01,-0.92,0.01,01NOV1936,1936,11,193611
19361201,0.21,3.61,3.96,0,01DEC1936,1936,12,193612
19370101,3.35,4.31,2.61,0.01,01JAN1937,1937,1,193701
19370201,1.09,1.23,5.05,0.02,01FEB1937,1937,2,193702
19370301,-0.27,-1.78,6.39,0.01,01MAR1937,1937,3,193703
19370401,-7.36,-3.77,-3.61,0.03,01APR1937,1937,4,193704
19370501,-0.83,-0.66,-3.49,0.06,01MAY1937,1937,5,193705
19370601,-4.21,-3.65,-3.21,0.03,01JUN1937,1937,6,193706
19370701,8.91,0.85,0.82,0.03,01JUL1937,1937,7,193707
19370801,-4.86,0.42,-2.25,0.02,01AUG1937,1937,8,193708
19370901,-13.61,-6.89,-4.57,0.04,01SEP1937,1937,9,193709
19371001,-9.61,0.45,-1.62,0.02,01OCT1937,1937,10,193710
19371101,-8.31,-3.65,0.2,0.02,01NOV1937,1937,11,193711
19371201,-4.24,-7.76,-0.39,0,01DEC1937,1937,12,193712
19380101,0.49,4.97,-1.6,0,01JAN1938,1938,1,193801
19380201,5.84,0.35,-2.02,0,01FEB1938,1938,2,193802
19380301,-23.82,-4.24,-3.52,-0.01,01MAR1938,1938,3,193803
19380401,14.51,6.37,0.18,0.01,01APR1938,1938,4,193804
19380501,-3.83,-2.47,-0.28,0,01MAY1938,1938,5,193805
19380601,23.87,4.05,0.3,0,01JUN1938,1938,6,193806
19380701,7.34,6.66,2.18,-0.01,01JUL1938,1938,7,193807
19380801,-2.67,-2.44,-4.72,0,01AUG1938,1938,8,193808
19380901,0.81,-2.72,-1.62,0.02,01SEP1938,1938,9,193809
19381001,7.8,5.83,5.01,0.01,01OCT1938,1938,10,193810
19381101,-1.72,-2.56,-1.23,-0.06,01NOV1938,1938,11,193811
19381201,4.19,-1.8,0.5,0,01DEC1938,1938,12,193812
19390101,-5.96,-1.56,-3.92,-0.01,01JAN1939,1939,1,193901
19390201,3.51,0.63,2.95,0.01,01FEB1939,1939,2,193902
19390301,-11.99,-4.76,-8.29,-0.01,01MAR1939,1939,3,193903
19390401,-0.18,1.66,-0.3,0,01APR1939,1939,4,193904
19390501,6.8,2.81,0.47,0.01,01MAY1939,1939,5,193905
19390601,-5.31,-1.02,-5.41,0.01,01JUN1939,1939,6,193906
19390701,10.24,4.32,-0.03,0,01JUL1939,1939,7,193907
19390801,-6.68,-4.61,-2.42,-0.01,01AUG1939,1939,8,193908
19390901,16.88,20.23,22.22,0.01,01SEP1939,1939,9,193909
19391001,-0.53,-0.01,-4.89,0,01OCT1939,1939,10,193910
19391101,-3.62,-5.07,-6.46,0,01NOV1939,1939,11,193911
19391201,3.03,0.79,-4.06,0,01DEC1939,1939,12,193912
19400101,-2.41,0.24,-0.77,0,01JAN1940,1940,1,194001
19400201,1.44,2.51,-0.32,0,01FEB1940,1940,2,194002
19400301,2.05,1.25,-1.27,0,01MAR1940,1940,3,194003
19400401,0.22,3.92,-0.13,0,01APR1940,1940,4,194004
19400501,-21.95,-6.66,-3.69,-0.02,01MAY1940,1940,5,194005
19400601,6.67,-2.13,4.63,0,01JUN1940,1940,6,194006
19400701,3.16,1.01,-0.74,0.01,01JUL1940,1940,7,194007
19400801,2.19,-0.11,0.56,-0.01,01AUG1940,1940,8,194008
19400901,2.39,3.22,-1.13,0,01SEP1940,1940,9,194009
19401001,3.02,0.28,4.64,0,01OCT1940,1940,10,194010
19401101,-1.61,1.94,0.12,0,01NOV1940,1940,11,194011
19401201,0.69,-2.15,-0.89,0,01DEC1940,1940,12,194012
19410101,-4.17,1,3.83,-0.01,01JAN1941,1941,1,194101
19410201,-1.43,-1.57,0.89,-0.01,01FEB1941,1941,2,194102
19410301,0.84,0.1,3.04,0.01,01MAR1941,1941,3,194103
19410401,-5.46,-1.69,3.41,-0.01,01APR1941,1941,4,194104
19410501,1.39,-0.66,0.6,0,01MAY1941,1941,5,194105
19410601,5.83,1.32,0.59,0,01JUN1941,1941,6,194106
19410701,5.87,5.7,7.25,0.03,01JUL1941,1941,7,194107
19410801,-0.17,-0.41,-1.1,0.01,01AUG1941,1941,8,194108
19410901,-0.87,-0.99,-0.28,0.01,01SEP1941,1941,9,194109
19411001,-5.25,-2.02,1.63,0,01OCT1941,1941,10,194110
19411101,-1.92,-1.21,-0.64,0,01NOV1941,1941,11,194111
19411201,-4.87,-2.98,-5.94,0.01,01DEC1941,1941,12,194112
19420101,0.79,7.52,10.1,0.02,01JAN1942,1942,1,194201
19420201,-2.46,1.72,-1.13,0.01,01FEB1942,1942,2,194202
19420301,-6.58,1.78,-0.62,0.01,01MAR1942,1942,3,194203
19420401,-4.37,-0.6,2.09,0.01,01APR1942,1942,4,194204
19420501,5.94,-3.05,-2.65,0.03,01MAY1942,1942,5,194205
19420601,2.69,-1.22,0.54,0.02,01JUN1942,1942,6,194206
19420701,3.51,-0.16,2.4,0.03,01JUL1942,1942,7,194207
19420801,1.8,-0.09,1.33,0.03,01AUG1942,1942,8,194208
19420901,2.61,0.66,2.39,0.03,01SEP1942,1942,9,194209
19421001,6.82,1.82,6.47,0.03,01OCT1942,1942,10,194210
19421101,0.15,-1.54,-4.24,0.03,01NOV1942,1942,11,194211
19421201,5.12,-2.49,0.56,0.03,01DEC1942,1942,12,194212
19430101,7.13,8.78,8.23,0.03,01JAN1943,1943,1,194301
19430201,6.15,4.84,6.51,0.03,01FEB1943,1943,2,194302
19430301,6.01,5.03,5.48,0.03,01MAR1943,1943,3,194303
19430401,0.81,2.06,5.86,0.03,01APR1943,1943,4,194304
19430501,5.74,4.41,3.28,0.03,01MAY1943,1943,5,194305
19430601,1.82,-1.06,-0.74,0.03,01JUN1943,1943,6,194306
19430701,-4.77,-2.41,-2.27,0.03,01JUL1943,1943,7,194307
19430801,1.3,-0.62,-0.47,0.03,01AUG1943,1943,8,194308
19430901,2.4,1.28,1.43,0.03,01SEP1943,1943,9,194309
19431001,-1.15,0.58,1.65,0.03,01OCT1943,1943,10,194310
19431101,-5.91,-1.64,-4.04,0.03,01NOV1943,1943,11,194311
19431201,6.36,3.34,3.22,0.03,01DEC1943,1943,12,194312
19440101,1.74,2.56,2.17,0.03,01JAN1944,1944,1,194401
19440201,0.37,-0.1,0.83,0.03,01FEB1944,1944,2,194402
19440301,2.46,1.71,3.43,0.02,01MAR1944,1944,3,194403
19440401,-1.69,-1.35,-1.13,0.03,01APR1944,1944,4,194404
19440501,5.07,1.67,1.02,0.03,01MAY1944,1944,5,194405
19440601,5.49,4.04,1.82,0.03,01JUN1944,1944,6,194406
19440701,-1.49,0.55,-0.43,0.03,01JUL1944,1944,7,194407
19440801,1.57,2.41,-1.63,0.03,01AUG1944,1944,8,194408
19440901,0.01,0.47,-1.21,0.02,01SEP1944,1944,9,194409
19441001,0.16,-0.14,-0.34,0.03,01OCT1944,1944,10,194410
19441101,1.71,0.37,2.31,0.03,01NOV1944,1944,11,194411
19441201,4.03,2.24,5.91,0.02,01DEC1944,1944,12,194412
19450101,2.01,2.44,0.71,0.03,01JAN1945,1945,1,194501
19450201,6.23,1.56,4.4,0.02,01FEB1945,1945,2,194502
19450301,-3.89,-1.61,-1.78,0.02,01MAR1945,1945,3,194503
19450401,7.8,0.32,3.21,0.03,01APR1945,1945,4,194504
19450501,1.73,1.51,0.35,0.03,01MAY1945,1945,5,194505
19450601,0.39,3.1,4.32,0.02,01JUN1945,1945,6,194506
19450701,-2.17,-1.46,-2.71,0.03,01JUL1945,1945,7,194507
19450801,6.2,1.61,-4.4,0.03,01AUG1945,1945,8,194508
19450901,4.77,1.71,0.48,0.03,01SEP1945,1945,9,194509
19451001,3.89,2.46,2.25,0.03,01OCT1945,1945,10,194510
19451101,5.39,4.16,4.34,0.02,01NOV1945,1945,11,194511
19451201,1.2,2.12,-2.32,0.03,01DEC1945,1945,12,194512
19460101,6.24,4.02,2.21,0.03,01JAN1946,1946,1,194601
19460201,-5.83,-0.73,-1.27,0.03,01FEB1946,1946,2,194602
19460301,5.87,0.31,-0.36,0.03,01MAR1946,1946,3,194603
19460401,4.23,2.37,0.45,0.03,01APR1946,1946,4,194604
19460501,3.93,1.46,1.09,0.03,01MAY1946,1946,5,194605
19460601,-3.89,-1.53,-0.59,0.03,01JUN1946,1946,6,194606
19460701,-2.69,-2.06,0.04,0.03,01JUL1946,1946,7,194607
19460801,-6.44,-1.78,0.6,0.03,01AUG1946,1946,8,194608
19460901,-10.17,-4.41,-1.96,0.03,01SEP1946,1946,9,194609
19461001,-1.44,0.09,3.44,0.03,01OCT1946,1946,10,194610
19461101,-0.01,-0.4,1.52,0.03,01NOV1946,1946,11,194611
19461201,4.96,0.06,-1.38,0.03,01DEC1946,1946,12,194612
19470101,1.25,2.18,-0.73,0.03,01JAN1947,1947,1,194701
19470201,-1.08,0.68,0.14,0.03,01FEB1947,1947,2,194702
19470301,-1.67,-1.61,0.61,0.03,01MAR1947,1947,3,194703
19470401,-4.8,-3.97,0.85,0.03,01APR1947,1947,4,194704
19470501,-0.97,-3.26,0.34,0.03,01MAY1947,1947,5,194705
19470601,5.29,-0.31,-0.6,0.03,01JUN1947,1947,6,194706
19470701,4.14,1.43,2.82,0.03,01JUL1947,1947,7,194707
19470801,-1.74,0.3,0.16,0.03,01AUG1947,1947,8,194708
19470901,-0.54,1.64,1.36,0.06,01SEP1947,1947,9,194709
19471001,2.47,0.51,0.08,0.06,01OCT1947,1947,10,194710
19471101,-1.97,-1.74,1.06,0.06,01NOV1947,1947,11,194711
19471201,3,-2.48,3.69,0.08,01DEC1947,1947,12,194712
19480101,-3.93,2.49,1.38,0.07,01JAN1948,1948,1,194801
19480201,-4.38,-1.71,0.07,0.07,01FEB1948,1948,2,194802
19480301,8.07,0.13,4.49,0.09,01MAR1948,1948,3,194803
19480401,3.65,-1.66,4.1,0.08,01APR1948,1948,4,194804
19480501,7.3,0.93,-1.23,0.08,01MAY1948,1948,5,194805
19480601,-0.1,-1.86,2.75,0.09,01JUN1948,1948,6,194806
19480701,-5.09,-0.32,0.07,0.08,01JUL1948,1948,7,194807
19480801,0.25,-1.1,0.27,0.09,01AUG1948,1948,8,194808
19480901,-2.97,-1.23,-1.79,0.04,01SEP1948,1948,9,194809
19481001,5.96,-1.5,0.56,0.04,01OCT1948,1948,10,194810
19481101,-9.3,-0.62,-4.14,0.04,01NOV1948,1948,11,194811
19481201,3.26,-2.8,-1.94,0.04,01DEC1948,1948,12,194812
19490101,0.23,1.81,1.17,0.1,01JAN1949,1949,1,194901
19490201,-2.93,-1.89,-0.91,0.09,01FEB1949,1949,2,194902
19490301,4.04,2.48,1.34,0.1,01MAR1949,1949,3,194903
19490401,-1.87,-0.89,-1.18,0.09,01APR1949,1949,4,194904
19490501,-2.94,-0.77,-2.42,0.1,01MAY1949,1949,5,194905
19490601,0.1,-0.88,-1.76,0.1,01JUN1949,1949,6,194906
19490701,5.54,0.57,0.38,0.09,01JUL1949,1949,7,194907
19490801,2.6,0.13,-0.57,0.09,01AUG1949,1949,8,194908
19490901,3.09,1.05,0.23,0.09,01SEP1949,1949,9,194909
19491001,3.14,1.03,-0.49,0.09,01OCT1949,1949,10,194910
19491101,1.82,-0.93,-0.91,0.08,01NOV1949,1949,11,194911
19491201,5.13,2.07,1.75,0.09,01DEC1949,1949,12,194912
19500101,1.7,3.36,0.14,0.09,01JAN1950,1950,1,195001
19500201,1.48,0.04,-0.81,0.09,01FEB1950,1950,2,195002
19500301,1.26,-1.41,-2.77,0.1,01MAR1950,1950,3,195003
19500401,3.94,1.99,1.34,0.09,01APR1950,1950,4,195004
19500501,4.31,-2.12,0.46,0.1,01MAY1950,1950,5,195005
19500601,-5.94,-2.38,-0.78,0.1,01JUN1950,1950,6,195006
19500701,1.36,0.51,13.66,0.1,01JUL1950,1950,7,195007
19500801,4.85,0.73,-1.41,0.1,01AUG1950,1950,8,195008
19500901,4.81,0.57,-1.11,0.1,01SEP1950,1950,9,195009
19501001,-0.18,-0.58,1.44,0.12,01OCT1950,1950,10,195010
19501101,2.76,-0.84,3.17,0.11,01NOV1950,1950,11,195011
19501201,5.54,1.49,7.23,0.11,01DEC1950,1950,12,195012
19510101,5.7,1.73,3.72,0.13,01JAN1951,1951,1,195101
19510201,1.41,0.09,-2.83,0.1,01FEB1951,1951,2,195102
19510301,-2.15,-0.64,-4.22,0.11,01MAR1951,1951,3,195103
19510401,4.86,-1.49,3.28,0.13,01APR1951,1951,4,195104
19510501,-2.34,-0.01,-1.33,0.12,01MAY1951,1951,5,195105
19510601,-2.62,-1.95,-3.96,0.12,01JUN1951,1951,6,195106
19510701,6.94,-1.92,1.91,0.13,01JUL1951,1951,7,195107
19510801,4.27,0.84,0.25,0.13,01AUG1951,1951,8,195108
19510901,0.7,1.88,0.64,0.12,01SEP1951,1951,9,195109
19511001,-2.53,-0.28,0.24,0.16,01OCT1951,1951,10,195110
19511101,0.57,-0.44,0.26,0.11,01NOV1951,1951,11,195111
19511201,3.33,-2.06,-1.93,0.12,01DEC1951,1951,12,195112
19520101,1.45,-0.76,1.82,0.15,01JAN1952,1952,1,195201
19520201,-2.62,0.67,-0.22,0.12,01FEB1952,1952,2,195202
19520301,4.44,-3.02,2.21,0.11,01MAR1952,1952,3,195203
19520401,-4.97,0.38,0.25,0.12,01APR1952,1952,4,195204
19520501,3.2,-1.06,0.2,0.13,01MAY1952,1952,5,195205
19520601,3.83,-1.6,1.18,0.15,01JUN1952,1952,6,195206
19520701,0.91,-0.35,-0.4,0.15,01JUL1952,1952,7,195207
19520801,-0.76,1.21,-0.12,0.15,01AUG1952,1952,8,195208
19520901,-2.03,1.19,-1.59,0.16,01SEP1952,1952,9,195209
19521001,-0.66,-1.1,-0.46,0.14,01OCT1952,1952,10,195210
19521101,5.94,-0.69,0.88,0.1,01NOV1952,1952,11,195211
19521201,2.93,-1.42,0,0.16,01DEC1952,1952,12,195212
19530101,-0.34,3.54,1.28,0.16,01JAN1953,1953,1,195301
19530201,-0.27,2.16,-0.13,0.14,01FEB1953,1953,2,195302
19530301,-1.43,-0.14,-1.03,0.18,01MAR1953,1953,3,195303
19530401,-2.83,0.27,1.45,0.16,01APR1953,1953,4,195304
19530501,0.52,-0.03,0.13,0.17,01MAY1953,1953,5,195305
19530601,-1.89,-1.85,-0.47,0.18,01JUN1953,1953,6,195306
19530701,2.4,-1.01,-0.37,0.15,01JUL1953,1953,7,195307
19530801,-4.52,0.44,-3.62,0.17,01AUG1953,1953,8,195308
19530901,0.2,-0.81,-2.55,0.16,01SEP1953,1953,9,195309
19531001,4.6,-1.4,-0.03,0.13,01OCT1953,1953,10,195310
19531101,2.83,-1.23,-0.4,0.08,01NOV1953,1953,11,195311
19531201,0.03,-0.72,-2.96,0.13,01DEC1953,1953,12,195312
19540101,5.13,0.42,3.53,0.11,01JAN1954,1954,1,195401
19540201,1.67,-0.21,-0.23,0.07,01FEB1954,1954,2,195402
19540301,3.65,-0.51,-1.55,0.08,01MAR1954,1954,3,195403
19540401,4.27,-3.46,-0.5,0.09,01APR1954,1954,4,195404
19540501,3.09,0.36,2.53,0.05,01MAY1954,1954,5,195405
19540601,1.07,0.4,-0.05,0.06,01JUN1954,1954,6,195406
19540701,4.99,1.05,4.13,0.05,01JUL1954,1954,7,195407
19540801,-2.34,2.68,-1.44,0.05,01AUG1954,1954,8,195408
19540901,6.39,-2.56,0.68,0.09,01SEP1954,1954,9,195409
19541001,-1.67,0.57,0.71,0.07,01OCT1954,1954,10,195410
19541101,9.38,-2.65,4.18,0.06,01NOV1954,1954,11,195411
19541201,5.48,2.15,5.74,0.08,01DEC1954,1954,12,195412
19550101,0.6,0.24,2.22,0.08,01JAN1955,1955,1,195501
19550201,3.02,1.54,0.61,0.09,01FEB1955,1955,2,195502
19550301,-0.16,-0.69,2.01,0.1,01MAR1955,1955,3,195503
19550401,3.11,-1.78,0.74,0.1,01APR1955,1955,4,195504
19550501,0.93,-0.28,-0.87,0.14,01MAY1955,1955,5,195505
19550601,6.55,-4.65,1.86,0.1,01JUN1955,1955,6,195506
19550701,1.9,-1.36,0.63,0.1,01JUL1955,1955,7,195507
19550801,0.21,-0.38,0.59,0.16,01AUG1955,1955,8,195508
19550901,-0.36,0.3,-1.06,0.16,01SEP1955,1955,9,195509
19551001,-2.68,1.5,-0.03,0.18,01OCT1955,1955,10,195510
19551101,7.03,-2.46,0.51,0.17,01NOV1955,1955,11,195511
19551201,1.49,2.09,-2.26,0.18,01DEC1955,1955,12,195512
19560101,-3.03,0.44,1.12,0.22,01JAN1956,1956,1,195601
19560201,3.77,-1.03,-0.55,0.19,01FEB1956,1956,2,195602
19560301,6.64,-2.41,-0.15,0.15,01MAR1956,1956,3,195603
19560401,0.28,0.06,-0.16,0.19,01APR1956,1956,4,195604
19560501,-5.2,1.51,-1.34,0.23,01MAY1956,1956,5,195605
19560601,3.48,-1.47,-1.3,0.2,01JUN1956,1956,6,195606
19560701,4.84,-1.8,0.19,0.22,01JUL1956,1956,7,195607
